rlcThroughputDl:vector ExtClientServerExample.ue.cellularNic.nrRlc.um (#0 - test-0-20250830-13:43:36-16472),
114.848,1169325.700055699792
114.849,1169328.518315399993
114.85,1169331.33652589982
114.85,1169344.33609059965
114.851,1169347.154138799755
114.852,1169349.972138099835
114.852,1169362.971476299685
114.853,1169365.789313300045
114.853,1169378.788538400082
114.854,1169381.606213099785
114.855,1169384.423838799816
114.855,1169397.422837499991
114.856,1169400.240300899833
114.856,1169413.239186499731
114.857,1169416.05648759985
114.858,1169418.873739699828
114.858,1169431.872398999981
114.859,1169434.689488899891
114.859,1169447.688034899996
114.86,1169450.504962599833
114.861,1169453.321841199878
114.861,1169466.320160899772
114.862,1169469.136877299747
114.862,1169482.135083799712
114.863,1169484.951638000082
114.864,1169487.768143199847
114.864,1169500.766123400067
114.865,1169503.582466399761
114.865,1169516.580333400048
114.866,1169519.396514199672
114.867,1169522.212645899966
114.867,1169535.210286699698
114.868,1169538.026256199922
114.869,1169540.842176700008
114.869,1169553.839591199995
114.87,1169556.655349500008
114.87,1169569.652650800063
114.871,1169572.46824699966
114.872,1169575.283794099927
114.872,1169588.280869099775
114.873,1169591.096254100088
114.873,1169604.093215999656
114.874,1169606.9084387999
114.875,1169609.723612600001
114.875,1169622.720348199825
114.876,1169625.535359899976
114.876,1169638.531982299868
114.877,1169641.346831799946
114.878,1169644.161632299885
114.878,1169657.158028499685
114.879,1169659.97266689967
114.879,1169672.968949900006
114.88,1169675.783426200036
114.881,1169678.59785339981
114.881,1169691.593910200052
114.882,1169694.408175299872
114.882,1169707.404118999836
114.883,1169710.218221999702
114.884,1169713.032275999892
114.884,1169726.027993499765
114.885,1169728.841885400001
114.885,1169741.837489699941
114.886,1169744.65121949976
114.887,1169747.464900299903
114.887,1169760.460278399751
114.888,1169763.273797099941
114.889,1169766.087266799991
114.889,1169779.082418699746
114.89,1169781.895726299841
114.89,1169794.890765099782
114.891,1169797.703910700043
114.892,1169800.517007299696
114.892,1169813.511819799892
114.893,1169816.32475430006
114.893,1169829.319453800093
114.894,1169832.13222619984
114.895,1169834.944949700028
114.895,1169847.939422999972
114.896,1169850.751984399741
114.896,1169863.746344499751
114.897,1169866.558743899685
114.898,1169869.37109440006
114.898,1169882.365228299981
114.899,1169885.177416699935
114.899,1169898.171437500041
114.9,1169900.983463899695
114.901,1169903.795441299675
114.901,1169916.789235999805
114.902,1169919.601051299828
114.902,1169932.594732899681
114.903,1169935.406386299986
114.904,1169938.217990699687
114.904,1169951.211446099911
114.905,1169954.022888499775
114.906,1169956.834281899962
114.906,1169969.827511199747
114.907,1169972.638742600097
114.907,1169985.631858800068
114.908,1169988.44292829977
114.909,1169991.253948799797
114.909,1170004.246838799675
114.91,1170007.057697299865
114.91,1170020.050474300045
114.911,1170022.861170799932
114.912,1170025.671818399798
114.912,1170038.664369300006
114.913,1170041.474854900035
114.913,1170054.467292599843
114.914,1170057.277616299687
114.915,1170060.087890999855
114.915,1170073.080102699805
114.916,1170075.89021549979
114.916,1170088.88231399981
114.917,1170091.692264900073
114.918,1170094.502166799731
114.918,1170107.494039199777
114.919,1170110.303779199718
114.919,1170123.295538600066
114.92,1170126.105116599701
114.921,1170128.914645699781
114.921,1170141.906178999688
114.922,1170144.715546200048
114.923,1170147.524864499918
114.923,1170160.516171699852
114.924,1170163.325327999887
114.924,1170176.316522199657
114.925,1170179.125516599972
114.926,1170181.934462199916
114.926,1170194.925430299712
114.927,1170197.734213899818
114.927,1170210.725068999918
114.928,1170213.533690699838
114.929,1170216.342263499737
114.929,1170229.332892499862
114.93,1170232.14130340004
114.93,1170245.131819400001
114.931,1170247.940068399996
114.932,1170250.748268499968
114.932,1170263.73855850007
114.933,1170266.546596699856
114.933,1170279.536773599681
114.934,1170282.344649999865
114.935,1170285.152477500026
114.935,1170298.142428299875
114.936,1170300.950093999968
114.936,1170313.939931799653
114.937,1170316.747435600028
114.938,1170319.554890499912
114.938,1170332.544502299742
114.939,1170335.351795299907
114.939,1170348.341294100038
114.94,1170351.148425299672
114.941,1170353.955507599746
114.941,1170366.94478040002
114.942,1170369.751700900026
114.943,1170372.55857250001
114.943,1170385.54761929996
114.944,1170388.354329099875
114.944,1170401.343262800012
114.945,1170404.14981079986
114.946,1170406.956309899685
114.946,1170419.94501770008
114.947,1170422.751354999837
114.947,1170435.739949699953
114.948,1170438.546125200108
114.949,1170441.35225189989
114.949,1170454.340620599685
114.95,1170457.146585499863
114.95,1170470.134841199962
114.951,1170472.940644300075
114.952,1170475.746398499698
114.952,1170488.734428300055
114.953,1170491.540020700075
114.954,1170494.345564299726
114.954,1170507.333368099757
114.955,1170510.138749899806
114.956,1170512.944083000063
114.956,1170525.931660799772
114.957,1170528.736831999845
114.957,1170541.724296899976
114.958,1170544.529306400098
114.959,1170547.334266999733
114.959,1170560.321505900005
114.96,1170563.126304799688
114.96,1170576.113430799913
114.961,1170578.918067899993
114.962,1170581.722656199706
114.964,1170574.34501239983
114.965,1170577.149567299985
114.965,1170590.136128399982
114.966,1170592.94052150007
114.967,1170595.744865899902
114.967,1170608.731201099695
114.968,1170611.535383800041
114.968,1170624.52160599967
114.969,1170627.325626899951
114.97,1170630.129598999858
114.97,1170643.115595399863
114.971,1170645.919405799821
114.971,1170658.905289199665
114.972,1170661.70893780002
114.973,1170664.512537699656
114.973,1170677.49819519976
114.974,1170680.301633399907
114.974,1170693.287177999966
114.975,1170696.090454400047
114.976,1170698.893682199992
114.976,1170711.879000799727
114.977,1170714.68206680007
114.977,1170727.667272599876
114.978,1170730.470176899803
114.979,1170733.273032499941
114.979,1170746.258012299888
114.98,1170749.060706200075
114.98,1170762.04557309998
114.981,1170764.84810529975
114.982,1170767.650588799731
114.982,1170780.635229900011
114.983,1170783.437551599926
114.984,1170786.239824699701
114.984,1170799.224239899772
114.985,1170802.026351300066
114.985,1170815.010653600093
114.986,1170817.812603299968
114.987,1170820.614504199937
114.987,1170833.598580699876
114.988,1170836.400320000012
114.988,1170849.384283599906
114.989,1170852.185861299742
114.99,1170854.987390199672
114.99,1170867.971127899826
114.991,1170870.772495199922
114.991,1170883.756120000032
114.992,1170886.557325699828
114.993,1170889.358482699838
114.993,1170902.341881699858
114.994,1170905.142876999916
114.994,1170918.12616309989
114.995,1170920.926996799648
114.996,1170923.727781800083
114.997,1170926.5285180998
114.998,1170929.329205699727
114.998,1170942.312040199987
114.999,1170945.112566200082
115,1170947.913043499922
115,1170960.895652200091
115.001,1170963.695967900098
115.001,1170976.67846369976
115.002,1170979.478617799931
115.003,1170982.278723199848
115.003,1170995.260993199887
115.004,1170998.06093699997
115.004,1171011.043094200078
115.005,1171013.842876399863
115.006,1171016.642609999976
115.006,1171029.62454129988
115.007,1171032.424113299695
115.007,1171045.405931799668
115.008,1171048.20534219965
115.009,1171051.004703999957
115.009,1171063.986296699843
115.01,1171066.785496899856
115.01,1171079.766976799813
115.011,1171082.56601539999
115.012,1171085.365005400028
115.012,1171098.346259499896
115.013,1171101.145087900103
115.013,1171114.126229200043
115.014,1171116.924896100067
115.015,1171119.723514299837
115.015,1171132.704429899805
115.016,1171135.502886599858
115.017,1171138.301294599657
115.017,1171151.281984400001
115.018,1171154.080230900083
115.018,1171167.060807900035
115.019,1171169.858892899935
115.02,1171172.656929200046
115.02,1171185.637280500025
115.021,1171188.435155299953
115.021,1171201.415393699888
115.022,1171204.213107099753
115.023,1171207.01077179983
115.023,1171219.990784499792
115.024,1171222.788287699685
115.024,1171235.768187500067
115.025,1171238.565529199781
115.026,1171241.36282229982
115.026,1171254.342496499882
115.027,1171257.139628099741
115.027,1171270.119189399757
115.028,1171272.916159499898
115.029,1171275.713080999903
115.029,1171288.692416700066
115.03,1171291.489176699888
115.031,1171294.285888199691
115.031,1171307.264998099765
115.032,1171310.06154809985
115.033,1171312.858049399681
115.033,1171325.836933699898
115.034,1171328.633273599667
115.034,1171341.612045099956
115.035,1171344.408223599657
115.036,1171347.204353400038
115.036,1171360.182899300006
115.037,1171362.978867699855
115.037,1171375.957300699778
115.038,1171378.753107700028
115.039,1171381.548866000023
115.039,1171394.527073400091
115.04,1171397.322670399673
115.04,1171410.300764999816
115.041,1171413.096200499681
115.042,1171415.891587399875
115.042,1171428.869456399695
115.043,1171431.664681899825
115.043,1171444.642438000063
115.044,1171447.437502199781
115.045,1171450.232517699707
115.045,1171463.210048200093
115.046,1171466.004902400073
115.046,1171478.982320100067
115.047,1171481.777012899981
115.048,1171484.571657000106
115.048,1171497.548849199896
115.049,1171500.343332000075
115.05,1171503.13776619965
115.05,1171516.114732699931
115.051,1171518.909005600025
115.051,1171531.885859299913
115.052,1171534.679970799941
115.053,1171537.474033699832
115.053,1171550.450661899985
115.054,1171553.24456339981
115.054,1171566.221078800035
115.055,1171569.014818999913
115.056,1171571.808510599653
115.056,1171584.784800400023
115.057,1171587.578330699816
115.057,1171600.55450779991
115.058,1171603.347876700103
115.059,1171606.141197099813
115.059,1171619.11714860005
115.06,1171621.910307699812
115.06,1171634.886146399653
115.061,1171637.679144099816
115.062,1171640.47209329996
115.062,1171653.447706500066
115.063,1171656.240494299677
115.063,1171669.215994699855
115.064,1171672.008621300102
115.065,1171674.801199299746
115.065,1171687.77647419972
115.066,1171690.568890899882
115.067,1171693.361259100025
115.067,1171706.336308399677
115.068,1171709.128515299872
115.068,1171722.103451899716
115.069,1171724.895497499962
115.07,1171727.687494599722
115.07,1171740.662205599712
115.071,1171743.45404139999
115.071,1171756.428639699702
115.072,1171759.220314200032
115.073,1171762.011940199878
115.073,1171774.986312999853
115.074,1171777.777777799868
115.074,1171790.752037799913
115.075,1171793.543341299981
115.076,1171796.334596300028
115.076,1171809.308630799872
115.077,1171812.099724499972
115.077,1171825.073646300003
115.078,1171827.864578799806
115.079,1171830.655462800057
115.079,1171843.629159099883
115.08,1171846.41988179972
115.08,1171859.39346539974
115.081,1171862.184026899743
115.082,1171864.974539899731
115.082,1171877.947898000011
115.083,1171880.7382497997
115.083,1171893.711495199703
115.084,1171896.501685699911
115.085,1171899.29182779975
115.085,1171912.264847700015
115.086,1171915.054828600025
115.087,1171917.844760899895
115.087,1171930.817555400075
115.088,1171933.607326599766
115.088,1171946.580008300018
115.089,1171949.36961829988
115.09,1171952.159179799722
115.09,1171965.131636099887
115.091,1171967.921036399898
115.091,1171980.893379999788
115.092,1171983.682619099968
115.093,1171986.471809799781
115.093,1171999.443928000048
115.094,1172002.232957399913
115.094,1172015.204962899903
115.095,1172017.993831200056
115.096,1172020.782650999722
115.096,1172033.754431100093
115.097,1172036.543089699928
115.097,1172049.514757100025
115.098,1172052.30325459968
115.099,1172055.091703699898
115.099,1172068.063145599791
115.1,1172070.851433499712
115.1,1172083.822762799911
115.101,1172086.610889599656
115.102,1172089.398967899845
115.102,1172102.370071799956
115.103,1172105.15798889985
115.104,1172107.945857699957
115.104,1172120.916736199985
115.105,1172123.704443799795
115.105,1172136.67520960001
115.106,1172139.462756100107
115.107,1172142.250254099718
115.107,1172155.220794599966
115.108,1172158.008131499865
115.108,1172170.978559299835
115.109,1172173.76573510002
115.11,1172176.552862499837
115.11,1172189.523064899722
115.111,1172192.310031199825
115.111,1172205.280120899897
115.112,1172208.066926099823
115.113,1172210.853682899845
115.113,1172223.823547299948
115.114,1172226.610142999791
115.114,1172239.579894700083
115.115,1172242.36632929975
115.116,1172245.152715499976
115.116,1172258.122241899833
115.117,1172260.908466999882
115.117,1172273.877880800047
115.118,1172276.663944799913
115.119,1172279.4499605
115.119,1172292.419148900078
115.12,1172295.205003499982
115.12,1172308.174079199785
115.121,1172310.959772800093
115.122,1172313.745417899913
115.122,1172326.714268299747
115.123,1172329.499752399975
115.124,1172332.285188099832
115.124,1172345.253813299813
115.125,1172348.039087899957
115.125,1172361.007600399662
115.126,1172363.792714099863
115.127,1172366.577779300041
115.127,1172379.546066499777
115.128,1172382.330970699896
115.128,1172395.299145299938
115.129,1172398.083888499993
115.13,1172400.868583299682
115.13,1172413.836532599755
115.131,1172416.621066399847
115.131,1172429.588903099761
115.132,1172432.373275899791
115.133,1172435.157600299917
115.133,1172448.125211699862
115.134,1172450.909375200045
115.134,1172463.876873899712
115.135,1172466.660876399833
115.136,1172469.444830500052
115.136,1172482.412103899751
115.137,1172485.195897100025
115.137,1172498.163057900031
115.138,1172500.946690099776
115.139,1172503.730273799968
115.139,1172516.697209499775
115.14,1172519.48063230002
115.141,1172522.264006699898
115.141,1172535.230717099733
115.142,1172538.013930599668
115.142,1172550.98052839981
115.143,1172553.763580899682
115.144,1172556.546585099767
115.144,1172569.51295770006
115.145,1172572.295800900083
115.145,1172585.26206089975
115.146,1172588.044743199828
115.147,1172590.827377199657
115.147,1172603.79341189982
115.148,1172606.575884900053
115.148,1172619.541807099707
115.149,1172622.324119199996
115.15,1172625.106383000031
115.15,1172638.072079899718
115.151,1172640.85418279981
115.151,1172653.819767099803
