rlcThroughputDl:vector ExtClientServerExample.ue.cellularNic.nrRlc.um (#0 - test-0-20250830-13:43:36-16472),
60.331,1290189.38853990007
60.332,1290192.75011599995
60.332,1290217.496519299687
60.333,1290220.857573799786
60.334,1290224.218516899736
60.335,1290227.579348600001
60.336,1290230.94006889965
60.337,1290234.300677899733
60.338,1290237.661175400016
60.34,1290219.638713999648
60.341,1290222.999287399926
60.342,1290226.359749400053
60.343,1290229.720100099683
60.344,1290233.080339400095
60.345,1290236.44046729989
60.346,1290239.800483899653
60.347,1290243.160389099731
60.348,1290246.520182899662
60.348,1290271.260025199966
60.351,1290231.860283999701
60.352,1290235.22004240006
60.353,1290238.579689499918
60.354,1290241.939225200095
60.355,1290245.298649699888
60.356,1290248.657962800001
60.357,1290252.017164499961
60.358,1290255.376255000007
60.359,1290258.73523420002
60.359,1290283.470567800102
60.36,1290286.829025799872
60.361,1290290.187372599726
60.362,1290293.545608199663
60.363,1290296.903732399918
60.364,1290300.261745399792
60.365,1290303.6196471001
60.366,1290306.977437600025
60.367,1290310.335116900035
60.368,1290313.692684900012
60.369,1290317.050141599957
60.369,1290341.781377899922
60.37,1290345.138313699976
60.371,1290348.495138399766
60.372,1290351.851851900105
60.373,1290355.208454099945
60.374,1290358.564945199988
60.375,1290361.921325099652
60.376,1290365.277593699746
60.377,1290368.633751299695
60.378,1290371.989797600077
60.379,1290375.345732799727
60.38,1290378.701556799931
60.381,1290382.057269699868
60.381,1290406.783590899776
60.384,1290367.39864860009
60.385,1290370.754326399878
60.386,1290374.10989299975
60.387,1290377.465348499823
60.388,1290380.8206929001
60.389,1290384.175926099993
60.39,1290387.53104820009
60.391,1290390.886059199922
60.391,1290415.608285999853
60.392,1290418.962776499797
60.393,1290422.31715600006
60.394,1290425.671424299941
60.396,1290407.659447599663
60.397,1290411.013792099895
60.398,1290414.368025399742
60.399,1290417.722147699907
60.4,1290421.07615889981
60.401,1290424.430059100032
60.402,1290427.783848199991
60.402,1290452.501572799865
60.403,1290455.854841599703
60.404,1290459.207999499977
60.405,1290462.561046299986
60.406,1290465.91398209985
60.407,1290469.266806799916
60.408,1290472.619520599951
60.409,1290475.97212339984
60.409,1290500.686983699907
60.41,1290504.039066399911
60.411,1290507.391038099766
60.412,1290510.742898799941
60.413,1290514.09464849997
60.414,1290517.44628729997
60.415,1290520.797815099821
60.418,1290481.429375399832
60.419,1290484.781277399972
60.42,1290488.133068500083
60.421,1290491.4847486997
60.422,1290494.8363179001
60.423,1290498.187776200005
60.424,1290501.539123499762
60.424,1290526.247848500028
60.425,1290529.598675999788
60.426,1290532.949392599981
60.427,1290536.299998299681
60.428,1290539.650493099816
60.429,1290543.000877100038
60.43,1290546.35115009965
60.431,1290549.701312199697
60.431,1290574.407175099941
60.432,1290577.756817599755
60.433,1290581.106349200008
60.434,1290584.455769899765
60.435,1290587.805079800075
60.436,1290591.154278900006
60.437,1290594.503367099907
60.437,1290619.206777299751
60.438,1290622.555346000005
60.439,1290625.903803799762
60.44,1290629.252150899727
60.441,1290632.600387199778
60.442,1290635.948512599801
60.443,1290639.296527300028
60.444,1290642.644431199875
60.444,1290667.344980499703
60.445,1290670.692365000021
60.446,1290674.039638699961
60.447,1290677.386801700103
60.448,1290680.73385389987
60.449,1290684.080795399841
60.451,1290666.076657100112
60.452,1290669.423674999732
60.453,1290672.770582099907
60.454,1290676.117378499821
60.455,1290679.464064199938
60.456,1290682.81063909968
60.457,1290686.157103399742
60.457,1290710.852341299872
60.458,1290714.198286399707
60.459,1290717.544120799747
60.46,1290720.889844499991
60.461,1290724.235457600091
60.462,1290727.580959899813
60.463,1290730.926351699976
60.464,1290734.27163269976
60.464,1290758.964011599772
60.465,1290762.308773699678
60.466,1290765.653425099791
60.467,1290768.997965800108
60.468,1290772.342395999931
60.469,1290775.68671549996
60.47,1290779.030924399845
60.47,1290803.720853299831
60.471,1290807.06454329984
60.473,1290789.062887599688
60.474,1290792.406654099931
60.475,1290795.750310000028
60.476,1290799.0938554001
60.477,1290802.437290200028
60.478,1290805.780614399813
60.479,1290809.123828100036
60.479,1290833.810082799751
60.48,1290837.152777799868
60.481,1290840.49536219984
60.482,1290843.837836099785
60.483,1290847.180199400053
60.484,1290850.522452199828
60.485,1290853.864594500043
60.486,1290857.206626299766
60.486,1290881.890024099961
60.487,1290885.23153739981
60.488,1290888.572940099981
60.489,1290891.91423229966
60.49,1290895.255414099895
60.491,1290898.596485400103
60.492,1290901.937446299937
60.492,1290926.618395799767
60.493,1290929.958838199727
60.494,1290933.299170199778
60.495,1290936.639391699803
60.496,1290939.979502799917
60.497,1290943.319503400006
60.498,1290946.659393699836
60.499,1290949.999173500106
60.5,1290953.338842999652
60.501,1290956.678402000103
60.502,1290960.017850599713
60.503,1290963.3571889
60.504,1290966.696416799907
60.504,1290991.372471199832
60.506,1290973.374541399997
60.507,1290976.713438099712
60.508,1290980.052224500102
60.509,1290983.39090049965
60.51,1290986.729466199872
60.511,1290990.067921499718
60.512,1290993.406266499772
60.512,1291018.079058699772
60.513,1291021.416885599956
60.514,1291024.754602199882
60.515,1291028.092208500016
60.516,1291031.429704499892
60.517,1291034.767090199977
60.518,1291038.104365599803
60.519,1291041.441530799956
60.519,1291066.111469099761
60.52,1291069.448116299693
60.521,1291072.78465329995
60.522,1291076.121079899833
60.523,1291079.457396399692
60.524,1291082.793602500108
60.525,1291086.129698500035
60.525,1291110.797191199843
60.526,1291114.132769399785
60.528,1291096.137324899897
60.529,1291099.472979899957
60.53,1291102.808524699878
60.531,1291106.143959299657
60.532,1291109.479283699762
60.533,1291112.814497899726
60.534,1291116.149601900016
60.534,1291140.813427200072
60.535,1291144.148013500026
60.536,1291147.482489800078
60.537,1291150.816855799868
60.538,1291154.151111700103
60.539,1291157.485257399731
60.54,1291160.819292999801
60.541,1291164.153218499847
60.541,1291188.814191999841
60.542,1291192.14759999979
60.543,1291195.480897899713
60.544,1291198.814085599962
60.545,1291202.147163299841
60.546,1291205.480130800043
60.547,1291208.812988299875
60.547,1291233.471517999653
60.548,1291236.803858099968
60.549,1291240.136088099792
60.55,1291243.468208099712
60.551,1291246.800218000073
60.552,1291250.132117799945
60.553,1291253.463907700028
60.554,1291256.795587399972
60.554,1291281.451266599816
60.555,1291284.782429199663
60.556,1291288.113481699951
60.557,1291291.444424299986
60.558,1291294.775256799997
60.559,1291298.105979300101
60.56,1291301.436591799833
60.561,1291304.76709429966
60.561,1291329.419923699922
60.562,1291332.749909199771
60.563,1291336.079784699712
60.564,1291339.409550199747
60.565,1291342.739205799993
60.566,1291346.068751399868
60.567,1291349.398187099952
60.567,1291374.048574300013
60.568,1291377.377493099771
60.569,1291380.70630190009
60.57,1291384.035000799687
60.571,1291387.36358979996
60.572,1291390.692068899977
60.573,1291394.020438099742
60.574,1291397.348697499833
60.574,1291421.996235999741
60.575,1291425.323978499972
60.576,1291428.651611200066
60.577,1291431.979133999903
60.578,1291435.306546899952
60.579,1291438.633849999863
60.58,1291441.961043199987
60.581,1291445.288126599972
60.581,1291469.932817199731
60.582,1291473.25938399974
60.583,1291476.58584089996
60.584,1291479.912188000043
60.585,1291483.238425400105
60.586,1291486.564552899913
60.587,1291489.890570600047
60.587,1291514.532820600082
60.588,1291517.858321799892
60.589,1291521.183713200035
60.59,1291524.508994899687
60.591,1291527.834166799668
60.592,1291531.159228899977
60.593,1291534.484181299803
60.594,1291537.809024000072
60.594,1291562.448427199848
60.595,1291565.772753499911
60.596,1291569.096970099953
60.597,1291572.421076999975
60.598,1291575.745074099858
60.599,1291579.068961499722
60.6,1291582.392739299682
60.6,1291607.029703000091
60.601,1291610.352964499962
60.602,1291613.676116299813
60.603,1291616.99915849976
60.604,1291620.322090999685
60.605,1291623.644913800058
60.606,1291626.96762700006
60.607,1291630.290230500043
60.607,1291654.924348699856
60.608,1291658.246436099985
60.609,1291661.568413899742
60.61,1291664.890282100063
60.611,1291668.212040700016
60.612,1291671.533689700063
60.613,1291674.855229099743
60.614,1291678.176658899985
60.614,1291702.807932199907
60.615,1291706.128845999945
60.616,1291709.449650299732
60.617,1291712.77034500008
60.618,1291716.090930100062
60.619,1291719.411405699791
60.62,1291722.731771700082
60.62,1291747.360607099716
60.621,1291750.680457300038
60.622,1291754.00019789999
60.623,1291757.319829099808
60.624,1291760.639350799841
60.625,1291763.95876289997
60.626,1291767.278065499847
60.627,1291770.597258599937
60.627,1291795.223250399806
60.628,1291798.541927800045
60.629,1291801.860495799682
60.63,1291805.178954300001
60.631,1291808.497303399718
60.632,1291811.8155429
60.633,1291815.133673099798
60.634,1291818.45169379981
60.634,1291843.074842500032
60.635,1291846.39234769996
60.636,1291849.709743400101
60.637,1291853.027029700108
60.638,1291856.344206599981
60.639,1291859.661274099718
60.64,1291862.978232199788
60.64,1291887.598944599737
60.641,1291890.915387299841
60.642,1291894.231720599808
60.643,1291897.547944500107
60.644,1291900.864059099926
60.645,1291904.180064300072
60.646,1291907.495960199736
60.647,1291910.811746699732
60.647,1291935.429617299695
60.648,1291938.744888499841
60.649,1291942.060050500087
60.65,1291945.375103099735
60.651,1291948.690046299712
60.652,1291952.004880299788
60.653,1291955.319604999847
60.654,1291958.634220299772
60.654,1291983.249249800105
60.655,1291986.563350100067
60.656,1291989.877341100012
60.657,1291993.191222799938
60.658,1291996.504995199847
60.659,1291999.818658399858
60.66,1292003.132212299851
60.66,1292027.744807099921
60.661,1292031.057846100067
60.662,1292034.370775799731
60.663,1292037.683596299957
60.664,1292040.996307499703
60.665,1292044.308909599667
60.666,1292047.621402400078
60.667,1292050.933786099772
60.667,1292075.543540999756
60.668,1292078.855409800072
60.669,1292082.167169400023
60.67,1292085.478819800072
60.671,1292088.790361099872
60.672,1292092.101793199775
60.673,1292095.413116199892
60.673,1292120.020437399853
60.674,1292123.331245699895
60.675,1292126.641944800035
60.676,1292129.952534799926
60.677,1292133.263015599918
60.678,1292136.573387399778
60.679,1292139.883649999738
60.68,1292143.193803600032
60.68,1292167.798286099913
60.681,1292171.107925099782
60.682,1292174.41745489975
60.683,1292177.726875700053
60.684,1292181.03618749976
60.685,1292184.345390100028
60.686,1292187.654483699702
60.687,1292190.963468299708
60.687,1292215.565112799868
60.688,1292218.873582900032
60.689,1292222.181944000067
60.69,1292225.490196099968
60.691,1292228.798339100085
60.692,1292232.106373199723
60.693,1292235.414298200045
60.693,1292260.013510599731
60.694,1292263.320921299976
60.695,1292266.628223099742
60.696,1292269.935415799726
60.697,1292273.242499599696
60.698,1292276.5494744
60.699,1292279.856340299823
60.7,1292283.163097199981
60.7,1292307.75947279995
60.701,1292311.065715599803
60.702,1292314.371849399988
60.703,1292317.677874200043
60.704,1292320.983790199736
60.705,1292324.289597199761
60.706,1292327.59529539989
60.707,1292330.900884599887
60.707,1292355.494423999913
60.708,1292358.799499199722
60.709,1292362.1044656001
60.71,1292365.40932299988
60.711,1292368.714071599765
60.712,1292372.018711300097
60.713,1292375.323242099952
60.713,1292399.9143511001
60.714,1292403.2183681
60.715,1292406.522276199885
60.716,1292409.826075499875
60.717,1292413.129765999966
60.718,1292416.433347600043
60.719,1292419.73682039976
60.72,1292423.040184499693
60.72,1292447.628458499907
60.721,1292450.931308799885
60.722,1292454.23405029997
60.723,1292457.536682999688
60.724,1292460.83920689998
60.725,1292464.141622100023
60.726,1292467.443928499703
60.727,1292470.746126099952
60.727,1292495.331565899771
60.728,1292498.633249899835
60.729,1292501.934825199652
60.73,1292505.236291799692
60.731,1292508.537649599832
60.732,1292511.838898799845
60.733,1292515.140039199961
60.733,1292539.723050099795
60.734,1292543.023676999841
60.735,1292546.32419529976
60.736,1292549.624604799781
60.737,1292552.924905699675
60.738,1292556.225097999903
60.739,1292559.525181499771
60.74,1292562.825156399977
60.74,1292587.405334199775
60.741,1292590.704795799681
60.742,1292594.004148699806
60.743,1292597.303392999801
60.744,1292600.60252860002
60.745,1292603.901555699757
60.746,1292607.200474099718
60.746,1292631.77822409989
60.747,1292635.076629299668
60.748,1292638.374925899782
60.749,1292641.673113999885
60.75,1292644.971193399742
60.751,1292648.269164300055
60.752,1292651.567026599772
60.753,1292654.864780299828
60.753,1292679.43969850009
60.754,1292682.736939100078
60.755,1292686.034071299708
60.756,1292689.331094899676
60.757,1292692.628009899981
60.758,1292695.924816499926
60.759,1292699.221514499743
60.76,1292702.518104000015
60.76,1292727.09019090002
60.761,1292730.386267499995
60.762,1292733.682235599957
60.763,1292736.97809519991
60.764,1292740.273846399968
60.765,1292743.569488999896
60.766,1292746.865023199931
60.766,1292771.434683899858
60.767,1292774.729705299712
60.768,1292778.024618200023
60.769,1292781.319422699975
60.77,1292784.614118800028
60.771,1292787.908706499727
60.772,1292791.203185699878
60.773,1292794.497556499668
60.773,1292819.064387099813
60.774,1292822.35824529966
60.775,1292825.651995100078
60.776,1292828.945636400018
60.777,1292832.239169399718
60.778,1292835.532593999986
60.779,1292838.825910300015
60.78,1292842.119118100028
60.78,1292866.683119399937
60.781,1292869.975814799775
60.782,1292873.26840179972
60.783,1292876.560880499888
60.784,1292879.853250899813
60.785,1292883.145512899847
60.786,1292886.437666600101
60.786,1292910.999243199823
60.787,1292914.290884600018
60.788,1292917.582417599853
60.789,1292920.873842299913
60.79,1292924.165158699731
60.791,1292927.456366899887
60.792,1292930.747466799801
60.793,1292934.038458399937
60.793,1292958.597206899893
60.794,1292961.887686300087
60.795,1292965.17805740004
60.796,1292968.468320299868
60.797,1292971.758474899918
60.798,1292975.048521299843
60.799,1292978.338459500108
60.8,1292981.628289499782
60.8,1293006.184210499745
60.801,1293009.47352840006
60.802,1293012.762738099785
60.803,1293016.051839499731
60.804,1293019.34083279967
60.805,1293022.629718000067
60.806,1293025.918494899755
60.806,1293050.47199289966
60.807,1293053.76025789976
60.808,1293057.048414699731
60.809,1293060.336463399695
60.81,1293063.6244039
60.811,1293066.912236299828
60.812,1293070.1999605
60.813,1293073.487576699813
60.813,1293098.038248399735
60.814,1293101.325352699957
60.815,1293104.612348899707
60.816,1293107.899236999913
60.817,1293111.186017099766
60.818,1293114.472688999956
60.819,1293117.759252899788
60.819,1293142.307502599896
60.82,1293145.593554799907
60.821,1293148.879498899912
60.822,1293152.165334899907
60.823,1293155.451062900012
60.824,1293158.73668289976
60.825,1293162.022194799965
60.826,1293165.307598699813
60.826,1293189.85302340006
60.827,1293193.13791569974
60.828,1293196.42270010011
60.829,1293199.707376400006
60.83,1293202.991944799663
60.831,1293206.276405099776
60.832,1293209.56075749965
60.833,1293212.8450019001
60.833,1293237.38760209968
60.834,1293240.671335099727
60.835,1293243.954960099883
60.836,1293247.238477199801
60.837,1293250.521886399943
60.838,1293253.805187500078
60.839,1293257.08838080009
60.839,1293281.628560599868
60.84,1293284.911242600062
60.841,1293288.193816700016
60.842,1293291.476282800078
60.843,1293294.75864110002
60.844,1293298.04089149972
60.845,1293301.323033899997
60.846,1293304.605068499685
60.846,1293329.14242509985
60.847,1293332.423948599953
60.848,1293335.705364199818
60.849,1293338.986671899907
60.85,1293342.267871799875
60.851,1293345.548963899722
60.852,1293348.829948099792
60.853,1293352.11082440009
60.853,1293376.645358500068
60.854,1293379.925723900083
60.855,1293383.20598139986
60.856,1293386.486131200097
60.857,1293389.766173199747
60.858,1293393.046107300088
60.859,1293396.325933699957
60.859,1293420.858048900026
60.86,1293424.137364400082
60.861,1293427.416572199663
60.862,1293430.695672200058
60.863,1293433.974664399863
60.864,1293437.253548899663
60.865,1293440.532325599805
60.866,1293443.810994599943
60.866,1293468.340288499832
60.867,1293471.618446799922
60.868,1293474.896497299891
60.869,1293478.174440199972
60.87,1293481.452275299928
60.871,1293484.7300028
60.872,1293488.007622600063
60.873,1293491.285134600006
60.873,1293515.811607799956
60.874,1293519.088609300085
60.875,1293522.365503099745
60.876,1293525.642289199863
60.877,1293528.918967799746
60.878,1293532.195538599972
60.879,1293535.472001799845
60.879,1293559.996057800015
60.88,1293563.272010500075
60.881,1293566.547855699897
60.882,1293569.823593199716
60.883,1293573.099223100112
60.884,1293576.374745399688
60.885,1293579.650160099843
60.886,1293582.925467299761
60.886,1293607.446703699878
60.887,1293610.721500500102
60.888,1293613.99618969997
60.889,1293617.27077140007
60.89,1293620.545245499812
60.891,1293623.819612099785
60.892,1293627.093871099872
60.892,1293651.612691299986
60.893,1293654.886440099678
60.894,1293658.160081499718
60.895,1293661.433615199751
60.896,1293664.707041499667
60.897,1293667.98036029981
60.898,1293671.253571500067
60.899,1293674.526675299738
60.899,1293699.042677199931
60.9,1293702.315270899791
60.901,1293705.5877572
60.902,1293708.86013599997
60.903,1293712.132407299706
60.904,1293715.40457109967
60.905,1293718.676627499981
60.906,1293721.948576499706
60.906,1293746.461760699747
60.907,1293749.733199799896
60.908,1293753.00453139981
60.909,1293756.27575560007
60.91,1293759.546872399745
60.911,1293762.817881799766
60.912,1293766.088783799667
60.912,1293790.599553499832
60.913,1293793.869945699812
60.914,1293797.14023049967
60.915,1293800.410407899875
60.916,1293803.680478000078
60.917,1293806.950440799813
60.918,1293810.220296099781
60.919,1293813.490044199858
60.919,1293837.997997299766
60.92,1293841.267235700038
60.921,1293844.536366799843
60.922,1293847.805390499995
60.923,1293851.074306899678
60.924,1293854.343115999826
60.925,1293857.611817799972
60.926,1293860.880412299648
60.926,1293885.385549699883
60.927,1293888.653634699988
60.928,1293891.921612400093
60.929,1293895.189482799727
60.93,1293898.457245999945
60.931,1293901.724901899693
60.932,1293904.99245060002
60.932,1293929.495174899695
60.933,1293932.762214200102
60.934,1293936.029146299695
60.935,1293939.29597109975
60.936,1293942.562688699921
60.937,1293945.829299099741
60.938,1293949.095802299675
60.939,1293952.362198299726
60.939,1293976.862108000085
60.94,1293980.127994699867
60.941,1293983.393774299878
60.942,1293986.659446700008
60.943,1293989.925011899785
60.944,1293993.190469899676
60.945,1293996.455820799803
60.946,1293999.721064500041
60.946,1294024.218160300047
60.947,1294027.482894999903
60.948,1294030.747522499875
60.949,1294034.012042900078
60.95,1294037.276456099932
60.951,1294040.540762299668
60.952,1294043.804961299986
60.952,1294068.299645599907
60.953,1294071.563335699957
60.954,1294074.826918699775
60.955,1294078.090394599826
60.956,1294081.353763400108
60.957,1294084.617025099692
60.958,1294087.88017980009
60.959,1294091.143227399788
60.959,1294115.635098999828
60.96,1294118.897637799845
60.961,1294122.160069599746
60.962,1294125.422394299876
60.963,1294128.684611999892
60.964,1294131.946722699792
60.965,1294135.208726299922
60.965,1294159.69818749977
60.966,1294162.95968239987
60.967,1294166.22107039997
60.968,1294169.482351399956
60.969,1294172.743525399823
60.97,1294176.004592400041
60.971,1294179.265552499793
60.972,1294182.526405599897
60.972,1294207.013055199755
60.973,1294210.273399699941
60.974,1294213.533637299665
60.975,1294216.793767899737
60.976,1294220.053791699927
60.977,1294223.313708399885
60.978,1294226.57351829996
60.979,1294229.833221300036
60.979,1294254.317059999795
60.98,1294257.576254500073
60.981,1294260.835342200003
60.982,1294264.09432289982
60.983,1294267.353196799753
60.984,1294270.611963799687
60.985,1294273.870623900087
60.985,1294298.352053799663
60.986,1294301.610205600035
60.987,1294304.86825060006
60.988,1294308.126188799736
60.989,1294311.384020099878
60.99,1294314.641744500023
60.991,1294317.899362199937
60.992,1294321.156872999852
60.992,1294345.635493199805
60.993,1294348.892495899923
60.994,1294352.149391700045
60.995,1294355.406180799937
60.996,1294358.662863099945
60.997,1294361.919438699722
60.998,1294365.175907399968
60.999,1294368.432269399981
60.999,1294392.908080500082
61,1294396.163934399836
61.001,1294399.419681599826
61.002,1294402.675322100051
61.003,1294405.930855900047
61.004,1294409.186282899693
61.005,1294412.441603099923
61.005,1294436.915006999855
61.006,1294440.169819399712
61.007,1294443.424525099803
61.008,1294446.679124000015
61.009,1294449.933616399762
61.01,1294453.188002000093
61.011,1294456.442280899731
61.012,1294459.696453199718
61.012,1294484.167049099688
61.013,1294487.420713599767
61.014,1294490.674271499735
61.015,1294493.927722699937
61.016,1294497.181067300026
61.017,1294500.434305199883
61.018,1294503.687436500095
61.019,1294506.940461199727
61.019,1294531.408249899742
61.02,1294534.660766999701
61.021,1294537.913177399892
61.022,1294541.16548130009
61.023,1294544.417678599707
61.024,1294547.669769299678
61.025,1294550.921753400001
61.025,1294575.387136399743
61.026,1294578.638613099695
61.027,1294581.889983099882
61.028,1294585.141246600073
61.029,1294588.392403599803
61.03,1294591.643453999885
61.031,1294594.89439789997
61.032,1294598.145235300062
61.032,1294622.607812299856
61.033,1294625.858142300041
61.034,1294629.108365799762
61.035,1294632.358482799956
61.036,1294635.608493299685
61.037,1294638.858397400003
61.038,1294642.108194899742
61.038,1294666.56836719997
61.039,1294669.817657599688
61.04,1294673.066841399761
61.041,1294676.315918799952
61.042,1294679.564889699682
61.043,1294682.8137542
61.044,1294686.062512299975
61.045,1294689.311163899951
61.045,1294713.768531399775
61.046,1294717.016675899733
61.047,1294720.264714099928
61.048,1294723.512645799663
61.049,1294726.760471099985
61.05,1294730.008189999961
61.051,1294733.255802500057
61.052,1294736.503308699927
61.052,1294760.957872000053
61.053,1294764.204871200023
61.054,1294767.45176400011
61.055,1294770.698550499972
61.056,1294773.945230599956
61.057,1294777.191804399711
61.058,1294780.438271800053
61.058,1294804.890431999691
61.059,1294808.136392700018
61.06,1294811.382247
61.061,1294814.627994999751
61.062,1294817.873636600093
61.063,1294821.119171999858
61.064,1294824.36460109986
61.065,1294827.609923900102
61.065,1294852.05928110005
61.066,1294855.30409719981
61.067,1294858.548806999806
61.068,1294861.793410599693
61.069,1294865.03790789982
61.07,1294868.282298999835
61.071,1294871.52658380009
61.072,1294874.770762399767
61.072,1294899.217317299913
61.073,1294902.460989299693
61.074,1294905.704555099826
61.075,1294908.948014699851
61.076,1294912.191368099765
61.077,1294915.434615300035
61.078,1294918.677756299727
61.078,1294943.121909699865
61.079,1294946.364544299892
61.08,1294949.607072699813
61.081,1294952.849494900085
61.082,1294956.091810999901
61.083,1294959.334020900072
61.084,1294962.576124699782
61.085,1294965.818122299851
61.085,1294990.259474500078
61.086,1294993.500965899785
61.087,1294996.742351099845
61.088,1294999.983630199913
61.089,1295003.224803199987
61.09,1295006.465869999953
61.091,1295009.706830800041
61.092,1295012.947685499672
61.092,1295037.386237199882
61.093,1295040.62658570008
61.094,1295043.866828199938
61.095,1295047.106964599803
61.096,1295050.346994899676
61.097,1295053.586919199672
61.098,1295056.826737399676
61.098,1295081.26288909977
61.099,1295084.502201300112
61.1,1295087.74140750011
61.101,1295090.98050769977
61.102,1295094.219501799901
61.103,1295097.458389899691
61.104,1295100.69717200007
61.105,1295103.935848100108
61.105,1295128.369200599841
61.106,1295131.60737079987
61.107,1295134.845435099672
61.108,1295138.08339329995
61.109,1295141.3212456
61.11,1295144.558991999828
61.111,1295147.796632399778
61.111,1295172.227585900106
61.112,1295175.4647204997
61.113,1295178.7017492
61.114,1295181.938672000073
61.115,1295185.175488799808
61.116,1295188.4121997999
61.117,1295191.64880479965
61.118,1295194.885303799991
61.118,1295219.313459199851
61.119,1295222.549452699718
61.12,1295225.785340299826
61.121,1295229.021121999712
61.122,1295232.256797899955
61.123,1295235.492367799857
61.124,1295238.72783189965
61.125,1295241.963190199805
61.125,1295266.388548099898
61.126,1295269.623400799926
61.127,1295272.858147799966
61.128,1295276.092788899781
61.129,1295279.327324199953
61.13,1295282.561753599901
61.131,1295285.79607729986
61.131,1295310.219037800093
61.132,1295313.452856099696
61.133,1295316.686568599657
61.134,1295319.920175400093
61.135,1295323.153676299841
61.136,1295326.387071399946
61.137,1295329.620360800062
61.138,1295332.85354440007
61.138,1295357.273708699733
61.139,1295360.506387100085
61.14,1295363.738959799985
61.141,1295366.971426699772
61.142,1295370.203787900038
61.143,1295373.436043399848
61.144,1295376.668193100016
61.145,1295379.900237099731
61.145,1295404.317605699875
61.146,1295407.549144699701
61.147,1295410.780578000001
61.148,1295414.011905499731
61.149,1295417.243127400053
61.15,1295420.474243700035
61.151,1295423.705254199911
61.151,1295448.120226999741
61.152,1295451.350732599847
61.153,1295454.581132600082
61.154,1295457.811426899858
61.155,1295461.041615599765
61.156,1295464.271698599677
61.157,1295467.50167599972
61.158,1295470.73154779989
61.158,1295495.143726099745
61.159,1295498.373093099795
61.16,1295501.602354499975
61.161,1295504.831510299813
61.162,1295508.060560499781
61.163,1295511.289505099875
61.164,1295514.518344100097
61.165,1295517.747077600097
61.165,1295542.156461999747
61.166,1295545.384690799747
61.167,1295548.61281409999
61.168,1295551.840831799896
61.169,1295555.068744000045
61.17,1295558.296550599856
61.171,1295561.52425169991
61.171,1295585.931241899726
61.172,1295589.158438500015
61.173,1295592.385529600082
61.174,1295595.61251509981
61.175,1295598.8393951999
61.176,1295602.06616969965
61.177,1295605.292838799762
61.178,1295608.519402399657
61.178,1295632.92359999986
61.179,1295636.149659200103
61.18,1295639.375612899657
61.181,1295642.601461200041
61.182,1295645.827204099853
61.183,1295649.052841499911
61.184,1295652.278373399746
61.184,1295676.680177799888
61.185,1295679.905205499843
61.186,1295683.130127799695
61.187,1295686.354944699906
61.188,1295689.579656099897
61.189,1295692.804262199901
61.19,1295696.028762899801
61.191,1295699.253158099947
61.191,1295723.65217110002
61.192,1295726.876062199935
61.193,1295730.099847999863
61.194,1295733.323528499805
61.195,1295736.54710349999
61.196,1295739.770573199723
61.197,1295742.993937599935
61.198,1295746.217196600043
61.198,1295770.613418699703
61.199,1295773.836173799818
61.2,1295777.058823499826
61.201,1295780.281367999962
61.202,1295783.5038071
61.203,1295786.726140900047
61.204,1295789.948369400106
61.204,1295814.342199899718
61.205,1295817.563924499785
61.206,1295820.785543899981
61.207,1295824.007057999723
61.208,1295827.228466900062
61.209,1295830.44977049995
61.21,1295833.670968799848
61.211,1295836.892061899878
61.211,1295861.283102700018
61.212,1295864.503692099821
61.213,1295867.724176200103
61.214,1295870.944555199702
61.215,1295874.164828899778
61.216,1295877.384997399986
61.217,1295880.605060699858
61.218,1295883.82501879986
61.218,1295908.213270599951
61.219,1295911.432725099843
61.22,1295914.652074499985
61.221,1295917.871318699788
61.222,1295921.090457699723
61.223,1295924.30949149979
61.224,1295927.528420200102
61.224,1295951.914281999688
61.225,1295955.132707200011
61.226,1295958.351027300112
61.227,1295961.569242299996
61.228,1295964.787352199663
61.229,1295968.005356899926
61.23,1295971.223256600087
61.231,1295974.441051099911
61.231,1295998.824124999806
61.232,1296002.041416299991
61.233,1296005.258602399841
61.234,1296008.475683399938
61.235,1296011.692659399935
61.236,1296014.909530299712
61.237,1296018.126296199856
61.238,1296021.342956999778
61.238,1296045.72324369987
61.239,1296048.939401399806
61.24,1296052.155453999988
61.241,1296055.371401499953
61.242,1296058.587243999816
61.243,1296061.802981599697
61.244,1296065.018614099823
61.244,1296089.396512299775
61.245,1296092.611641800028
61.246,1296095.826666200063
61.247,1296099.041585699652
61.248,1296102.25640020007
61.249,1296105.471109699921
61.25,1296108.685714299787
61.251,1296111.900213900018
61.251,1296136.275326099708
61.252,1296139.48932279972
61.253,1296142.703214500097
61.254,1296145.917001300023
61.255,1296149.130683199965
61.256,1296152.344260199922
61.257,1296155.557732199781
61.257,1296179.930456900035
61.258,1296183.143426199906
61.259,1296186.356290499676
61.26,1296189.569050000046
61.261,1296192.78170449985
61.262,1296195.994254199785
61.263,1296199.206698999737
61.264,1296202.419038899706
61.264,1296226.788978799708
61.265,1296230.000816099808
61.266,1296233.21254860004
61.267,1296236.424176099707
61.268,1296239.635698900088
61.269,1296242.847116800021
61.27,1296246.058429900087
61.271,1296249.269638199821
61.271,1296273.636793899813
61.272,1296276.847499699793
61.273,1296280.058100599792
61.274,1296283.268596800041
61.275,1296286.478988199957
61.276,1296289.689274800007
61.277,1296292.899456599723
61.277,1296317.264226399825
61.278,1296320.473905799907
61.279,1296323.683480499775
61.28,1296326.892950399775
