SduBuffer:vector ExtClientServerExample.gnb.cellularNic.rlc.UmTxEntity Lcid: 1 (#0 - test-0-20250824-22:30:48-60671),
74.7536408468,1633
74.7539137458,1634
74.754,1633
74.7543899808,1634
74.7547324138,1635
74.7549918918,1636
74.755,1635
74.755,1634
74.7554289728,1635
74.756,1634
74.756,1633
74.7567089798,1634
74.757,1633
74.7572834648,1634
74.7576483448,1635
74.7579190378,1636
74.758,1635
74.758,1634
74.7583951868,1635
74.7586932868,1636
74.759,1635
74.759,1634
74.76,1633
74.761,1632
74.761,1631
74.762,1630
74.763,1629
74.763,1628
74.7634854058,1629
74.7638694818,1630
74.764,1629
74.764,1628
74.7644120918,1629
74.7647131828,1630
74.7649982858,1631
74.765,1630
74.7654902708,1631
74.7658516018,1632
74.766,1631
74.766,1630
74.7663107958,1631
74.7666676768,1632
74.7669355928,1633
74.767,1632
74.767,1631
74.7678144518,1632
74.768,1631
74.7683636888,1632
74.7687241898,1633
74.769,1632
74.769,1631
74.7690015728,1632
74.7695202808,1633
74.7697977368,1634
74.77,1633
74.77,1632
74.7702831788,1633
74.7706440848,1634
74.7709120228,1635
74.771,1634
74.7713828898,1635
74.7717448958,1636
74.772,1635
74.772,1634
74.7722130558,1635
74.773,1634
74.773,1633
74.7738463398,1634
74.774,1633
74.7744582488,1634
74.7748343068,1635
74.775,1634
74.775,1633
74.7752976978,1634
74.7755967438,1635
74.7758692578,1636
74.776,1635
74.776,1634
74.7763439618,1635
74.7767083998,1636
74.7769886038,1637
74.777,1636
74.7774625048,1637
74.778,1636
74.778,1635
74.7786310158,1636
74.7789812938,1637
74.779,1636
74.7794661158,1637
74.7798209408,1638
74.78,1637
74.78,1636
74.7803026138,1637
74.7806600148,1638
74.781,1637
74.781,1636
74.782,1635
74.783,1634
74.783,1633
74.784,1632
74.784,1631
74.7848469958,1632
74.785,1631
74.7854765398,1632
74.7858442948,1633
74.786,1632
74.786,1631
74.7863093308,1632
74.7866080058,1633
74.7868823408,1634
74.787,1633
74.787,1632
74.7873466188,1633
74.7877096158,1634
74.7879752778,1635
74.788,1634
74.7884368628,1635
74.789,1634
74.789,1633
74.7896342838,1634
74.7899792088,1635
74.79,1634
74.79,1633
74.7904546478,1634
74.7908014128,1635
74.791,1634
74.7912876578,1635
74.7916303238,1636
74.792,1635
74.792,1634
74.793,1633
74.793,1632
74.794,1631
74.795,1630
74.795,1629
74.796,1628
74.796,1627
74.7963978928,1628
74.7967806388,1629
74.797,1628
74.7973563078,1629
74.7977082188,1630
74.7979728858,1631
74.798,1630
74.798,1629
74.7984142938,1630
74.7987028498,1631
74.7989623858,1632
74.799,1631
74.7994111208,1632
74.7997566218,1633
74.8,1632
74.8,1631
74.8006088458,1632
74.8009514508,1633
74.801,1632
74.801,1631
74.8014250208,1632
74.8017778358,1633
74.802,1632
74.8023148418,1633
74.8026707468,1634
74.8029394498,1635
74.803,1634
74.803,1633
74.8034029698,1634
74.8037040358,1635
74.8039630598,1636
74.804,1635
74.804,1634
74.8044165888,1635
74.8047604338,1636
74.805,1635
74.806,1634
74.806,1633
74.8068435388,1634
74.807,1633
74.807,1632
74.8074567328,1633
74.8078262978,1634
74.808,1633
74.8083132598,1634
74.8086906298,1635
74.8089710538,1636
74.809,1635
74.809,1634
74.8094297988,1635
74.8097255108,1636
74.8099922858,1637
74.81,1636
74.81,1635
74.8104552758,1636
74.811,1635
74.8116781448,1636
74.812,1635
74.812,1634
74.8122426138,1635
74.8126168178,1636
74.8128879438,1637
74.813,1636
74.813,1635
74.8133901768,1636
74.8137358428,1637
74.814,1636
74.815,1635
74.815,1634
74.816,1633
74.817,1632
74.817,1631
74.8178227128,1632
74.818,1631
74.818,1630
74.8184099398,1631
74.8187854788,1632
74.819,1631
74.8192681588,1632
74.8196355088,1633
74.8199089398,1634
74.82,1633
74.82,1632
74.8203602958,1633
74.8206563078,1634
74.8209244588,1635
74.821,1634
74.821,1633
74.8214114008,1634
74.822,1633
74.8226970848,1634
74.823,1633
74.823,1632
74.8232413628,1633
74.8236059978,1634
74.8238741548,1635
74.824,1634
74.824,1633
74.8243692108,1634
74.8247170328,1635
74.825,1634
74.826,1633
74.826,1632
74.827,1631
74.827,1630
74.828,1629
74.829,1628
74.829,1627
74.8293980238,1628
74.8297830688,1629
74.83,1628
74.83,1627
74.8303531738,1628
74.8307147388,1629
74.8309867258,1630
74.831,1629
74.8314649078,1630
74.8318093258,1631
74.832,1630
74.832,1629
74.8322404038,1630
74.8325319288,1631
74.8328008038,1632
74.833,1631
74.833,1630
74.8335933618,1631
74.8339514568,1632
74.834,1631
74.8344400498,1632
74.8348075638,1633
74.835,1632
74.835,1631
74.8352893258,1632
74.8356522608,1633
74.8359189158,1634
74.836,1633
74.8364100058,1634
74.8367644618,1635
74.837,1634
74.837,1633
74.8372452118,1634
74.838,1633
74.838,1632
74.839,1631
74.84,1630
74.84,1629
74.8402537268,1630
74.8406474318,1631
74.8409954408,1632
74.841,1631
74.841,1630
74.8415165388,1631
74.8418885628,1632
74.842,1631
74.8424380028,1632
74.8428159138,1633
74.843,1632
74.843,1631
74.8432975268,1632
74.8436024098,1633
74.8438738978,1634
74.844,1633
74.844,1632
74.8448174288,1633
74.845,1632
74.8454350168,1633
74.8458034008,1634
74.846,1633
74.846,1632
74.8462997328,1633
74.8466727298,1634
74.8469464878,1635
74.847,1634
74.847,1633
74.8474736138,1634
74.8478239498,1635
74.848,1634
74.849,1633
74.849,1632
74.85,1631
74.85,1630
74.851,1629
74.8519975638,1630
74.852,1629
74.852,1628
74.8527294428,1629
74.853,1628
74.8533835938,1629
74.8537597998,1630
74.854,1629
74.854,1628
74.8543179558,1629
74.8546921608,1630
74.8549656058,1631
74.855,1630
74.855,1629
74.8558696878,1630
74.856,1629
74.8563845978,1630
74.8567515618,1631
74.857,1630
74.857,1629
74.8572663398,1630
74.8576290278,1631
74.8578990608,1632
74.858,1631
74.858,1630
74.8584020978,1631
74.8587741088,1632
74.859,1631
74.8592562698,1632
74.86,1631
74.86,1630
74.861,1629
74.861,1628
74.8619278288,1629
74.862,1628
74.8625777628,1629
74.8629386938,1630
74.863,1629
74.863,1628
74.8634075038,1629
74.8637650368,1630
74.864,1629
74.864,1628
74.8642476998,1629
74.8645982078,1630
74.8648593588,1631
74.865,1630
74.8653453018,1631
74.8656942328,1632
74.866,1631
74.866,1630
74.8666778678,1631
74.8669643908,1632
74.867,1631
74.867,1630
74.8674532838,1631
74.8678174428,1632
74.868,1631
74.8683222538,1632
74.8686734278,1633
74.869,1632
74.869,1631
74.87,1630
74.871,1629
74.871,1628
74.872,1627
74.872,1626
74.873,1625
74.8735677688,1626
74.8739545188,1627
74.874,1626
74.874,1625
74.8744443718,1626
74.8747996458,1627
74.875,1626
74.875,1625
74.8752686878,1626
74.8756317928,1627
74.8759009278,1628
74.876,1627
74.8763835948,1628
74.8767391548,1629
74.877,1628
74.877,1627
74.8775061538,1628
74.8777928448,1629
74.878,1628
74.878,1627
74.8782738018,1628
74.8786247668,1629
74.8789084288,1630
74.879,1629
74.8794079418,1630
74.8797668708,1631
74.88,1630
74.88,1629
74.8802377578,1630
74.8805889978,1631
74.8808495948,1632
74.881,1631
74.881,1630
74.8813406428,1631
74.882,1630
74.883,1629
74.883,1628
74.884,1627
74.884,1626
74.8843115758,1627
74.8847007128,1628
74.8849888838,1629
74.885,1628
74.8854984628,1629
74.8858675208,1630
74.886,1629
74.886,1628
74.8863356478,1629
74.8866981228,1630
74.8869576318,1631
74.887,1630
74.887,1629
74.8874185548,1630
74.8877628018,1631
74.888,1630
74.8886655118,1631
74.889,1630
74.889,1629
74.8892489128,1630
74.8895521248,1631
74.8898277518,1632
74.89,1631
74.8903433988,1632
74.8906948228,1633
74.8909611288,1634
74.891,1633
74.891,1632
74.8914520858,1633
74.892,1632
74.892,1631
74.893,1630
74.894,1629
74.894,1628
74.895,1627
74.895,1626
74.8955367108,1627
74.8959286068,1628
74.896,1627
74.8964418018,1628
74.8968180178,1629
74.897,1628
74.897,1627
74.8973057008,1628
74.8976747228,1629
74.8979453418,1630
74.898,1629
74.898,1628
74.8984246338,1629
74.8987848058,1630
74.899,1629
74.8995717798,1630
74.8999245198,1631
74.9,1630
74.9,1629
74.9003813108,1630
74.9006731948,1631
74.9009355228,1632
74.901,1631
74.901,1630
74.9014571428,1631
74.9018140208,1632
74.902,1631
74.9023007348,1632
74.9026534028,1633
74.9029158718,1634
74.903,1633
74.903,1632
74.9033755908,1633
74.904,1632
74.904,1631
74.905,1630
74.906,1629
74.906,1628
74.9062684618,1629
74.9066599078,1630
74.9069382088,1631
74.907,1630
74.9074374858,1631
74.9077974968,1632
74.908,1631
74.908,1630
74.9082795158,1631
74.9086432168,1632
74.9089149488,1633
74.909,1632
74.909,1631
74.9094118218,1632
74.9097726328,1633
74.91,1632
74.9105580858,1633
74.9109229358,1634
74.911,1633
74.911,1632
74.9113950788,1633
74.9116905758,1634
74.9119546108,1635
74.912,1634
74.912,1633
74.9124564638,1634
74.913,1633
74.914,1632
74.914,1631
74.915,1630
74.915,1629
74.916,1628
74.917,1627
74.917,1626
74.9173091198,1627
74.9177017788,1628
74.9179796358,1629
74.918,1628
74.918,1627
74.9184893148,1628
74.9188443418,1629
74.919,1628
74.9193179328,1629
74.9196697738,1630
74.9199312448,1631
74.92,1630
74.92,1629
74.9203759728,1630
74.9207224438,1631
74.9209902678,1632
74.921,1631
74.921,1630
74.9217928408,1631
74.922,1630
74.9224377678,1631
74.9227996848,1632
74.923,1631
74.923,1630
74.9232963198,1631
74.9235964818,1632
74.924,1631
74.924,1630
74.925,1629
74.926,1628
74.926,1627
74.927,1626
74.928,1625
74.928,1624
74.9288588888,1625
74.929,1624
74.929,1623
74.9295430188,1624
74.9299575658,1625
74.93,1624
74.9305341468,1625
74.9309020608,1626
74.931,1625
74.931,1624
74.9313664378,1625
74.9316676958,1626
74.9319396898,1627
74.932,1626
74.932,1625
74.9327583658,1626
74.933,1625
74.9333927318,1626
74.9337706398,1627
74.934,1626
74.934,1625
74.9343075918,1626
74.9346755998,1627
74.9349500308,1628
74.935,1627
74.935,1626
74.9354748728,1627
74.9358422318,1628
74.936,1627
74.9363484688,1628
74.9367155408,1629
74.937,1628
74.937,1627
74.9370025488,1628
74.9375380718,1629
74.9378230948,1630
74.938,1629
74.938,1628
74.939,1627
74.9394350168,1628
74.9398646778,1629
74.94,1628
74.94,1627
74.9405102708,1628
74.941,1627
74.941,1626
74.9413570028,1627
74.9417466268,1628
74.942,1627
74.9422544348,1628
74.9426286028,1629
74.9429012268,1630
74.943,1629
74.943,1628
74.9436870698,1629
74.944,1628
74.9442697038,1629
74.9446443438,1630
74.9449184758,1631
74.945,1630
74.945,1629
74.9454494048,1630
74.9458103078,1631
74.946,1630
74.946,1629
74.9462917758,1630
74.9465921318,1631
74.947,1630
74.948,1629
74.948,1628
74.949,1627
74.949,1626
74.9499672778,1627
74.95,1626
74.9506001368,1627
74.9509699788,1628
74.951,1627
74.951,1626
74.9514381798,1627
74.9517444708,1628
74.952,1627
74.952,1626
74.9522376828,1627
74.9526039668,1628
74.9528738848,1629
74.953,1628
74.9533530208,1629
74.9536962618,1630
74.9539538688,1631
74.954,1630
74.954,1629
74.9546939378,1630
74.955,1629
74.955,1628
74.9552423298,1629
74.9556013198,1630
74.9558727818,1631
74.956,1630
74.957,1629
74.957,1628
74.958,1627
74.958,1626
74.959,1625
74.96,1624
74.96,1623
74.961,1622
74.9619086528,1623
74.962,1622
74.962,1621
74.9626049128,1622
74.9629905278,1623
74.963,1622
74.963,1621
74.9635388268,1622
74.9638606618,1623
74.964,1622
74.9643583818,1623
74.9647336368,1624
74.965,1623
74.965,1622
74.9656615678,1623
74.966,1622
74.966,1621
74.9662713208,1622
74.9666455788,1623
74.9669190098,1624
74.967,1623
74.9674513468,1624
74.9678095158,1625
74.968,1624
74.968,1623
74.9682735508,1624
74.9685813578,1625
74.9688562608,1626
74.969,1625
74.969,1624
74.9693607208,1625
74.9697349478,1626
74.97,1625
74.9702437528,1626
74.9706242468,1627
74.9708995238,1628
74.971,1627
74.971,1626
74.972,1625
74.972,1624
74.9722813058,1625
74.9726541728,1626
74.973,1625
74.9732442658,1626
74.9736123988,1627
74.9738836828,1628
74.974,1627
74.974,1626
74.9743448158,1627
74.9746527008,1628
74.9749121088,1629
74.975,1628
74.975,1627
74.9753710918,1628
74.9757164118,1629
74.9759757648,1630
74.976,1629
74.9768757778,1630
74.977,1629
74.977,1628
74.9774610758,1629
74.9778344538,1630
74.978,1629
74.978,1628
74.9783544588,1629
74.9787230218,1630
74.9789920688,1631
74.979,1630
74.9794976618,1631
74.9798456158,1632
74.98,1631
74.98,1630
74.9803306738,1631
74.9806369728,1632
74.9809111838,1633
74.981,1632
74.9814339458,1633
74.982,1632
74.982,1631
74.9829144258,1632
74.983,1631
74.983,1630
74.9835142858,1631
74.9838936328,1632
74.984,1631
74.9844059658,1632
74.9847703368,1633
74.985,1632
74.985,1631
74.9852548078,1632
74.9855567908,1633
74.9858255078,1634
74.986,1633
74.986,1632
74.9863090308,1633
74.9866792988,1634
74.987,1633
74.9877197868,1634
74.988,1633
74.988,1632
74.9882727118,1633
74.9886297348,1634
74.9889100148,1635
74.989,1634
74.989,1633
74.9894470498,1634
74.9898146848,1635
74.99,1634
74.991,1633
74.991,1632
74.992,1631
74.992,1630
74.993,1629
74.994,1628
74.994,1627
74.9945524938,1628
74.9949717418,1629
74.995,1628
74.995,1627
74.9955607718,1628
74.9959390738,1629
74.996,1628
74.9965811598,1629
74.997,1628
74.997,1627
74.9973191328,1628
74.9976401758,1629
74.9979329438,1630
74.998,1629
74.9989762038,1630
74.999,1629
74.999,1628
74.9996541368,1629
75,1628
75,1627
75.0003196238,1628
75.0006989838,1629
75.0009847058,1630
75.001,1629
75.0015352928,1630
75.0019200298,1631
75.002,1630
75.002,1629
75.0024752378,1630
75.0027853628,1631
75.003,1630
75.003,1629
75.0033239888,1630
75.0036929538,1631
75.0039646488,1632
75.004,1631
75.005,1630
75.005,1629
75.0054438078,1630
75.0058523658,1631
75.006,1630
75.006,1629
75.0064452658,1630
75.0068286538,1631
75.007,1630
75.0075910258,1631
75.008,1630
75.008,1629
75.0083854608,1630
75.0087233808,1631
75.009,1630
75.009,1629
75.0098126558,1630
75.01,1629
75.0104598838,1630
75.0108355038,1631
75.011,1630
75.011,1629
75.0113592808,1630
75.0117276098,1631
75.0119980098,1632
75.012,1631
75.012,1630
75.0125178348,1631
75.0128808658,1632
75.013,1631
75.0133982398,1632
75.0137631628,1633
75.014,1632
75.014,1631
75.0142541418,1632
75.015,1631
75.015,1630
75.0159657938,1631
75.016,1630
75.0166150648,1631
75.0169989098,1632
75.017,1631
75.017,1630
75.0175092108,1631
75.0178823508,1632
75.018,1631
75.0183879298,1632
75.0187516718,1633
75.019,1632
75.019,1631
75.0192472088,1632
75.0196087278,1633
75.0198799188,1634
75.02,1633
75.02,1632
75.021,1631
75.022,1630
75.022,1629
75.0228561788,1630
75.023,1629
75.023,1628
75.024,1627
75.025,1626
75.025,1625
75.0256558218,1626
75.026,1625
75.026,1624
75.027,1623
75.028,1622
75.028,1621
75.029,1620
75.029,1619
75.0293784318,1620
75.0298371888,1621
75.03,1620
75.0304365168,1621
75.0308262068,1622
75.031,1621
75.031,1620
75.0317872968,1621
75.032,1620
75.032,1619
75.0323998798,1620
75.0327742678,1621
75.033,1620
75.0333701978,1621
75.0337469058,1622
75.034,1621
75.034,1620
75.0342806738,1621
75.0346414788,1622
75.0349146148,1623
75.035,1622
75.0353939358,1623
75.0357567048,1624
75.036,1623
75.036,1622
75.0362541318,1623
75.0366329268,1624
75.0369069948,1625
75.037,1624
75.037,1623
75.0376702178,1624
75.0379639058,1625
75.038,1624
75.0384810678,1625
75.0388509318,1626
75.039,1625
75.039,1624
75.0393242358,1625
75.0396837978,1626
75.0399520218,1627
75.04,1626
75.04,1625
75.0404311958,1626
75.0407797648,1627
75.041,1626
75.0412548308,1627
75.0416055258,1628
75.0418758408,1629
75.042,1628
75.042,1627
75.0427917958,1628
75.043,1627
75.043,1626
75.0432974158,1627
75.0436525928,1628
75.0439210668,1629
75.044,1628
75.0444337788,1629
75.0448057768,1630
75.045,1629
75.045,1628
75.0452946778,1629
75.046,1628
75.046,1627
75.047,1626
75.048,1625
75.048,1624
75.049,1623
75.049,1622
75.0494271168,1623
75.0498145258,1624
75.05,1623
75.0503287698,1624
75.0506956248,1625
75.0509696598,1626
75.051,1625
75.051,1624
75.0514325648,1625
75.0517779148,1626
75.052,1625
75.0522325538,1626
75.0525851278,1627
75.0528566478,1628
75.053,1627
75.053,1626
75.0537426298,1627
75.054,1626
75.054,1625
75.0542761768,1626
75.0545758348,1627
75.0548482518,1628
75.055,1627
75.0553472088,1628
75.0556991748,1629
75.0559608128,1630
75.056,1629
75.056,1628
75.0564194748,1629
75.0567640088,1630
75.057,1629
75.057,1628
75.0572452918,1629
75.0575995628,1630
75.0578685308,1631
75.058,1630
75.059,1629
75.059,1628
75.06,1627
75.06,1626
75.0604451438,1627
75.0608345148,1628
75.061,1627
75.0613403458,1628
75.0617095968,1629
75.0619810308,1630
75.062,1629
75.062,1628
75.0624309528,1629
75.0627895138,1630
75.063,1629
75.063,1628
75.0632590078,1629
75.0636206788,1630
75.0638895198,1631
75.064,1630
75.0647673358,1631
75.065,1630
75.065,1629
75.0653090858,1630
75.0656000678,1631
75.0658707488,1632
75.066,1631
75.066,1630
75.0663808448,1631
75.0667243858,1632
75.0669833428,1633
75.067,1632
75.0674505998,1633
75.0678027798,1634
75.068,1633
75.068,1632
75.0682486968,1633
75.0685912778,1634
75.0688544428,1635
75.069,1634
75.069,1633
75.07,1632
75.0708752728,1633
75.071,1632
75.071,1631
75.0714693958,1632
75.0717816248,1633
75.072,1632
75.0722718098,1633
75.0726382038,1634
75.0729107498,1635
75.073,1634
75.073,1633
75.0733949328,1634
75.0737439878,1635
75.074,1634
75.074,1633
75.0740025488,1634
75.0744688818,1635
75.075,1634
75.0756776468,1635
75.076,1634
75.076,1633
75.0762065828,1634
75.0764996858,1635
75.0767687148,1636
75.077,1635
75.077,1634
75.0772833438,1635
75.0776489108,1636
75.078,1635
75.079,1634
75.079,1633
75.08,1632
75.08,1631
75.081,1630
75.082,1629
75.082,1628
75.0824272858,1629
75.0828054338,1630
75.083,1629
75.083,1628
75.0833092478,1629
75.0836818268,1630
75.0839547028,1631
75.084,1630
75.0844288508,1631
75.0847879628,1632
75.085,1631
75.085,1630
75.0852485638,1631
75.0856096258,1632
75.0858765768,1633
75.086,1632
75.086,1631
75.0866477208,1632
75.0869866248,1633
75.087,1632
75.0874544538,1633
75.0878235148,1634
75.088,1633
75.088,1632
75.0883024098,1633
75.0886011148,1634
75.0888682968,1635
75.089,1634
75.0893642368,1635
75.0897203798,1636
75.0899863798,1637
75.09,1636
75.09,1635
75.091,1634
75.091,1633
75.092,1632
75.0929699988,1633
75.093,1632
75.093,1631
75.0935669658,1632
75.0938785828,1633
75.094,1632
75.094,1631
75.0943815538,1632
75.0947431458,1633
75.095,1632
75.0952155208,1633
75.0955761448,1634
75.0958444938,1635
75.096,1634
75.096,1633
75.0962882408,1634
75.0966485338,1635
75.0969168498,1636
75.097,1635
75.097,1634
75.0977115528,1635
75.098,1634
75.0982668598,1635
75.0986211578,1636
75.0988913488,1637
75.099,1636
75.099,1635
75.0993841098,1636
75.1,1635
75.1,1634
75.101,1633
75.102,1632
75.102,1631
75.103,1630
75.103,1629
75.1039595418,1630
75.104,1629
75.1045630078,1630
75.1049381638,1631
75.105,1630
75.105,1629
75.1054194698,1630
75.1057213668,1631
75.1059932158,1632
75.106,1631
75.106,1630
75.1064591238,1631
75.1068067188,1632
75.107,1631
75.1072545458,1632
75.1075953568,1633
75.1078572428,1634
75.108,1633
75.108,1632
75.1086927358,1633
75.109,1632
75.1092666188,1633
75.1096298918,1634
75.1099003788,1635
75.11,1634
75.11,1633
75.1104107188,1634
75.1107730788,1635
75.111,1634
75.111,1633
75.1112373538,1634
75.112,1633
75.113,1632
75.113,1631
75.114,1630
75.114,1629
75.115,1628
75.1154085208,1629
75.1157900878,1630
75.116,1629
75.116,1628
75.1163299028,1629
75.1166353478,1630
75.1169110628,1631
75.117,1630
75.117,1629
75.1173898688,1630
75.1177530958,1631
75.118,1630
75.1182201488,1631
75.1185820888,1632
75.1188519138,1633
75.119,1632
75.119,1631
75.1196028448,1632
75.1199421618,1633
75.12,1632
75.12,1631
75.1204351548,1632
75.1207852498,1633
75.121,1632
75.1212890888,1633
75.1216426288,1634
75.1219098648,1635
75.122,1634
75.122,1633
75.1224216058,1634
75.1227102198,1635
75.1229694998,1636
75.123,1635
75.123,1634
75.124,1633
75.125,1632
75.125,1631
75.1259311738,1632
75.126,1631
75.1265464598,1632
75.1269169128,1633
75.127,1632
75.127,1631
75.1274101068,1632
75.1277707058,1633
75.128,1632
75.128,1631
75.1282247988,1632
75.1285209458,1633
75.1287916408,1634
75.129,1633
75.1292703318,1634
75.1296289638,1635
75.1298980008,1636
75.13,1635
75.13,1634
75.1306564458,1635
75.1309977718,1636
75.131,1635
75.131,1634
75.1314670118,1635
75.1318268328,1636
75.132,1635
75.1323376748,1636
75.133,1635
75.133,1634
75.134,1633
75.134,1632
75.135,1631
75.136,1630
75.136,1629
75.1369520678,1630
75.137,1629
75.137,1628
75.1375821428,1629
75.1379548878,1630
75.138,1629
75.1384499428,1630
75.1388178068,1631
75.139,1630
75.139,1629
75.1392688698,1630
75.1395695348,1631
75.1398425368,1632
75.14,1631
75.14,1630
75.1403053448,1631
75.1406667888,1632
75.1409359418,1633
75.141,1632
75.1417072758,1633
75.142,1632
75.142,1631
75.1422379108,1632
75.1425868468,1633
75.1428527208,1634
75.143,1633
75.1433535048,1634
75.144,1633
75.144,1632
75.145,1631
75.145,1630
75.146,1629
75.147,1628
75.147,1627
75.148,1626
75.148,1625
75.1485455398,1626
75.1489471228,1627
75.149,1626
75.1495363398,1627
75.1499201948,1628
75.15,1627
75.15,1626
75.1503782928,1627
75.1506806418,1628
75.1509550418,1629
75.151,1628
75.151,1627
75.1514330278,1628
75.1518060288,1629
75.152,1628
75.1525888788,1629
75.1529438678,1630
75.153,1629
75.153,1628
75.1534244238,1629
75.1537887618,1630
75.154,1629
75.154,1628
75.1542948648,1629
75.1546648518,1630
75.1549365298,1631
75.155,1630
75.1554223088,1631
75.1557758898,1632
75.156,1631
75.156,1630
75.1562213758,1631
75.1565050008,1632
75.1567719428,1633
75.157,1632
75.157,1631
75.1572685438,1632
75.158,1631
75.1589500898,1632
75.159,1631
75.159,1630
75.1595318738,1631
75.1598895388,1632
75.16,1631
75.16,1630
75.1603689038,1631
75.1607211948,1632
75.1609940858,1633
75.161,1632
75.1614667888,1633
75.1618230398,1634
75.162,1633
75.162,1632
75.1623097778,1633
75.1626021418,1634
75.1628740568,1635
75.163,1634
75.1636419898,1635
75.1639909658,1636
75.164,1635
75.164,1634
75.1644744138,1635
75.1648312818,1636
75.165,1635
75.165,1634
75.1653298618,1635
75.166,1634
75.167,1633
75.167,1632
75.168,1631
75.168,1630
75.169,1629
75.17,1628
75.17,1627
75.1703064468,1628
75.1707005048,1629
75.171,1628
75.171,1627
75.1712787978,1628
75.1716597128,1629
75.1719340478,1630
75.172,1629
75.1724199958,1630
75.1727705918,1631
75.173,1630
75.173,1629
75.1732373758,1630
75.1735291038,1631
75.1738026508,1632
75.174,1631
75.174,1630
75.1746156898,1631
75.1749650578,1632
75.175,1631
75.1754604488,1632
75.1758245838,1633
75.176,1632
75.176,1631
75.1763186028,1632
75.1766929978,1633
75.177,1632
75.177,1631
75.178,1630
75.179,1629
75.179,1628
75.18,1627
75.181,1626
75.181,1625
75.1813469548,1626
75.1817386978,1627
75.182,1626
75.182,1625
75.1822884988,1626
75.1826679288,1627
75.1829413128,1628
75.183,1627
75.1834357698,1628
75.1838089908,1629
75.184,1628
75.184,1627
75.1842743068,1628
75.1845792578,1629
75.1848506398,1630
75.185,1629
75.185,1628
75.1856808808,1629
75.186,1628
75.1862730428,1629
75.1866387598,1630
75.1869078228,1631
75.187,1630
75.187,1629
75.1874085648,1630
75.1877855028,1631
75.188,1630
75.188,1629
75.189,1628
75.19,1627
75.19,1626
75.191,1625
75.191,1624
75.192,1623
75.1926637258,1624
75.193,1623
75.193,1622
75.1932821868,1623
75.1936568328,1624
75.1939928888,1625
75.194,1624
75.194,1623
75.1944799808,1624
75.1948301488,1625
75.195,1624
75.1953026398,1625
75.1956481408,1626
75.1959114568,1627
75.196,1626
75.196,1625
75.1966729318,1626
75.1969703438,1627
75.197,1626
75.197,1625
75.1974707548,1626
75.1978236098,1627
75.198,1626
75.1983303428,1627
75.1987108718,1628
75.1989881348,1629
75.199,1628
75.199,1627
75.1994748488,1628
75.1998279978,1629
75.2,1628
75.2003141948,1629
75.2006788348,1630
75.2009473278,1631
75.201,1630
75.201,1629
75.2014686658,1630
75.202,1629
75.202,1628
75.203,1627
75.2033420038,1628
75.2037220218,1629
75.2039957128,1630
75.204,1629
75.204,1628
75.2044739718,1629
75.2048414468,1630
75.205,1629
75.205,1628
75.2053612118,1629
75.2057372618,1630
75.206,1629
75.2062265848,1630
75.2065897058,1631
75.2068589868,1632
75.207,1631
75.207,1630
75.2076490438,1631
75.2079475388,1632
75.208,1631
75.208,1630
75.2084400538,1631
75.2087985398,1632
75.209,1631
75.2093156668,1632
75.2096675858,1633
75.21,1632
75.21,1631
75.211,1630
75.211,1629
75.212,1628
75.213,1627
75.213,1626
75.214,1625
75.214,1624
75.2145007038,1625
75.2148909898,1626
75.215,1625
75.2154723958,1626
75.2158426848,1627
75.216,1626
75.216,1625
75.2163107468,1626
75.2166125948,1627
75.2168765918,1628
75.217,1627
75.2173592488,1628
75.2177075488,1629
75.2179691578,1630
75.218,1629
75.218,1628
75.2188632588,1629
75.219,1628
75.219,1627
75.2194360598,1628
75.2198093198,1629
75.22,1628
75.2203259228,1629
75.2206849668,1630
75.2209469358,1631
75.221,1630
75.221,1629
75.2214210898,1630
75.2217098878,1631
75.2219699988,1632
75.222,1631
75.222,1630
75.2224363258,1631
75.2227842578,1632
75.223,1631
75.2232890538,1632
75.224,1631
75.224,1630
75.2249202278,1631
75.225,1630
75.225,1629
75.2255616218,1630
75.2259388708,1631
75.226,1630
75.2264522148,1631
75.2268180998,1632
75.227,1631
75.227,1630
75.2272840378,1631
75.2275836318,1632
75.2279150388,1633
75.228,1632
75.228,1631
75.2283978258,1632
75.2287441338,1633
75.229,1632
75.2296540218,1633
75.23,1632
75.23,1631
75.2302110268,1632
75.2305065408,1633
75.2307797288,1634
75.231,1633
75.231,1632
75.232,1631
75.233,1630
75.233,1629
75.234,1628
75.235,1627
75.235,1626
75.236,1625
75.236,1624
75.2365235628,1625
75.2369114698,1626
75.237,1625
75.2374439398,1626
75.2378218598,1627
75.238,1626
75.238,1625
75.2382976398,1626
75.2386647758,1627
75.2389358608,1628
75.239,1627
75.239,1626
75.2394189878,1627
75.2397686428,1628
75.24,1627
75.2406620038,1628
75.241,1627
75.241,1626
75.2412427278,1627
75.2415440258,1628
75.2418188008,1629
75.242,1628
75.242,1627
75.2423941888,1628
75.2427466148,1629
75.243,1628
75.2432365538,1629
75.2435942628,1630
75.2438634988,1631
75.244,1630
75.244,1629
75.2443240968,1630
75.2446844168,1631
75.2449419158,1632
75.245,1631
75.245,1630
75.2454437528,1631
75.246,1630
75.2468883768,1631
75.247,1630
75.247,1629
75.2474682788,1630
75.2477638008,1631
75.248,1630
75.248,1629
75.2482505368,1630
75.2486098488,1631
75.2488843318,1632
75.249,1631
75.2493867708,1632
75.2497356358,1633
75.2499950698,1634
75.25,1633
75.25,1632
75.2504422788,1633
